,alias,categories,coordinates_latitude,coordinates_longitude,display_phone,distance,id,image_url,is_closed,location_address1,location_address2,location_address3,location_city,location_country,location_display_address,location_state,location_zip_code,name,phone,price,rating,review_count,transactions,url
166,café-de-la-candelaria-santiago-2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-33.4478537661982,-70.624778,+56 2 2880 4137,448.89477050853395,bifOMr0CWQszuvirzNLZvA,https://s3-media3.fl.yelpcdn.com/bphoto/KjSswY_rQnLAepO2kHZSuw/o.jpg,False,Av. Italia 1449,,,Santiago,CL,"['Av. Italia 1449', 'RM 7501464 Santiago', 'Chile']",RM,7501464,Café de la Candelaria,+56228804137,$$,4.0,22,[],https://www.yelp.com/biz/caf%C3%A9-de-la-candelaria-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
167,la-gloria-santiago,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",-33.4286476997453,-70.6196397512817,+56 9 8773 3623,1781.7378243702587,cuhYTmS8dFcdRYx60wMhpw,https://s3-media2.fl.yelpcdn.com/bphoto/9sY8cES_hWZ4nWyKHpkHSw/o.jpg,False,Av. Providencia 1315,,,Santiago,CL,"['Av. Providencia 1315', 'RM 7501008 Santiago', 'Chile']",RM,7501008,La Gloria,+56987733623,$$,4.5,19,[],https://www.yelp.com/biz/la-gloria-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
168,peztoro-santiago,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'latin', 'title': 'Latin American'}]",-33.4389341427613,-70.6412808224559,+56 26646411,1554.4177160814838,00L35I2hHo7cMEZNtOx08Q,https://s3-media2.fl.yelpcdn.com/bphoto/-0keAJTSCTr3RPjvHeo2uQ/o.jpg,False,José Victorino Lastarria 70,,,Santiago,CL,"['José Victorino Lastarria 70', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Peztoro,+5626646411,$$,4.0,20,[],https://www.yelp.com/biz/peztoro-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
169,cuatro-bocas-providencia,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",-33.43705,-70.61627,+56 9 7514 4423,1155.4670369735484,9exXZZTexXyqNeMLm32-qg,https://s3-media2.fl.yelpcdn.com/bphoto/n0xRFz_C_29Qz3cTdoKBqg/o.jpg,False,Av. Manuel Montt 983,,,Providencia,CL,"['Av. Manuel Montt 983', 'RM Providencia', 'Chile']",RM,,Cuatro Bocas,+56975144423,$$,5.0,4,[],https://www.yelp.com/biz/cuatro-bocas-providencia?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
170,restaurant-cam-chung-santiago,"[{'alias': 'chinese', 'title': 'Chinese'}]",-33.4391345,-70.6137683,+56 3434163,1218.7707997763966,0b9AbssnKWHI2mK1Y5YvEQ,https://s3-media1.fl.yelpcdn.com/bphoto/CYGL08nvAAJMSy0g6WneXQ/o.jpg,False,"Francisco Bilbao 1495, Providencia",,,Santiago,CL,"['Francisco Bilbao 1495, Providencia', 'RM Santiago', 'Chile']",RM,,Restaurant Cam-Chung,+563434163,$$,5.0,1,[],https://www.yelp.com/biz/restaurant-cam-chung-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
171,quotidien-bistro-santiago,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'bistros', 'title': 'Bistros'}]",-33.4158363,-70.6040802,+56 2 2587 7000,3703.19558256537,OCZROWDFaWKk41yYCfnaZQ,https://s3-media2.fl.yelpcdn.com/bphoto/gT8fjVqDbuuzHQWbKgzBYQ/o.jpg,False,Av. Vitacura 2727,,,Santiago,CL,"['Av. Vitacura 2727', 'RM 7550000 Santiago', 'Chile']",RM,7550000,Quotidien Bistro,+56225877000,$$$,4.5,3,[],https://www.yelp.com/biz/quotidien-bistro-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
172,la-vuelta-santiago,"[{'alias': 'chilean', 'title': 'Chilean'}]",-33.4366410431409,-70.6439110636711,,1879.0562185306574,ZNE9DR67qIOtJbLGRk0krw,https://s3-media1.fl.yelpcdn.com/bphoto/TWaJmc7Bjq7XSJJ4BFcP0Q/o.jpg,False,Monjitas 436,,,Santiago,CL,"['Monjitas 436', 'RM Santiago', 'Chile']",RM,,La Vuelta,,,4.0,2,[],https://www.yelp.com/biz/la-vuelta-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
173,los-adobes-de-argomedo-santiago,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'chilean', 'title': 'Chilean'}]",-33.4502231288144,-70.638830631599,+56 22222104,1415.085481063091,-iqnycLYaR9q44NmLtfHcg,https://s3-media4.fl.yelpcdn.com/bphoto/AKXO8ZN1JFvkJWi_HeFS7Q/o.jpg,False,Argomedo 411,,,Santiago,CL,"['Argomedo 411', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Los Adobes de Argomedo,+5622222104,$$$,5.0,1,[],https://www.yelp.com/biz/los-adobes-de-argomedo-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
174,aomori-santiago,"[{'alias': 'nikkei', 'title': 'Nikkei'}]",-33.45353655,-70.66180316,+56 26718652,3525.5238606310586,jjHWufvWRaS63u9xq8dH_w,https://s3-media4.fl.yelpcdn.com/bphoto/B6WChJifEofIISSh-KJEzA/o.jpg,False,Toesca 1920,,,Santiago,CL,"['Toesca 1920', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Aomori,+5626718652,$$,4.0,5,[],https://www.yelp.com/biz/aomori-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
175,puerto-bellavista-santiago,"[{'alias': 'seafood', 'title': 'Seafood'}]",-33.4341214738782,-70.6353939185184,+56 2 2656 7015,1414.5014967385566,SYjQB4CntxSQtkmI6Ep3Vw,https://s3-media1.fl.yelpcdn.com/bphoto/fRaF6dO-leTgj3mYvvTLbg/o.jpg,False,Patio Bellavista,Pío Nono 77,Local 71,Santiago,CL,"['Patio Bellavista', 'Pío Nono 77', 'Local 71', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Puerto Bellavista,+56226567015,$$$,4.0,12,[],https://www.yelp.com/biz/puerto-bellavista-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
176,café-del-museo-santiago-2,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",-33.4390585499094,-70.6523326527786,+56 2 3201 3622,2536.693794876554,0hcoxPAurtzJi9SoaKgwlw,https://s3-media3.fl.yelpcdn.com/bphoto/ANtRyoAWgDXiVrXXj9yqgg/o.jpg,False,Museo de Arte Precolombino,Bandera 361,,Santiago,CL,"['Museo de Arte Precolombino', 'Bandera 361', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Café del Museo,+56232013622,,5.0,1,[],https://www.yelp.com/biz/caf%C3%A9-del-museo-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
177,café-pedregal-santiago,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-33.4414762286474,-70.638569136879,+56 5626350270,1231.659252385705,ra5H-gRw5YqxpLfhqP7b8Q,https://s3-media2.fl.yelpcdn.com/bphoto/1nQu60jPFEyPRFx1d2MN_Q/o.jpg,False,"Portugal 44, con Marcoleta","En los edificios al lado del Unimarc, casi al llegar a la FAU",,Santiago,CL,"['Portugal 44, con Marcoleta', 'En los edificios al lado del Unimarc, casi al llegar a la FAU', 'RM Santiago', 'Chile']",RM,,Café Pedregal,+565626350270,$$,4.5,3,[],https://www.yelp.com/biz/caf%C3%A9-pedregal-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
178,amado-27-providencia,"[{'alias': 'chilean', 'title': 'Chilean'}]",-33.4225210298624,-70.6116367131472,+56 2 3224 7214,2705.6312410037376,8cHyBDJ12-kfvNdp_60H6A,https://s3-media3.fl.yelpcdn.com/bphoto/k-q5ri0nSRKp6MysCn86dg/o.jpg,False,Las Urbinas 27,,,Providencia,CL,"['Las Urbinas 27', 'RM Providencia', 'Chile']",RM,,Amado 27,+56232247214,,4.5,4,[],https://www.yelp.com/biz/amado-27-providencia?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
179,dans-coffee-santiago,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-33.42904,-70.61799,+56 2 3223 8478,1793.952539312929,1lsxeXjF7ow8bb9qNBoGsA,https://s3-media1.fl.yelpcdn.com/bphoto/fR_1RGUy07Raxwhtgdy06g/o.jpg,False,General del Canto 100,,,Santiago,CL,"['General del Canto 100', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Dans Coffee,+56232238478,$$,4.5,5,[],https://www.yelp.com/biz/dans-coffee-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
180,el-caramaño-santiago,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",-33.4311854636341,-70.6382444213946,+56 27377043,1834.6396861528856,d_MSxvn1Io5R33IVY1HGOg,https://s3-media1.fl.yelpcdn.com/bphoto/VS7XRnkg_-b3WXXdVfBd0Q/o.jpg,False,Purisima 257,,,Santiago,CL,"['Purisima 257', 'RM Santiago', 'Chile']",RM,,El Caramaño,+5627377043,$$,4.0,6,[],https://www.yelp.com/biz/el-carama%C3%B1o-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
181,restoran-peña-folklorica-nano-parra-santiago,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",-33.43376874,-70.63725634,+56 2 2732 9080,1559.19070345286,YkREN6aZwfxbKZ_378T6Rg,https://s3-media3.fl.yelpcdn.com/bphoto/up7_5YlNNnXIOce2xlVDyw/o.jpg,False,Ernesto Pinto Lagarrigue 80,,,Santiago,CL,"['Ernesto Pinto Lagarrigue 80', 'RM Santiago', 'Chile']",RM,,Restoran Peña Folklorica Nano Parra,+56227329080,,5.0,4,[],https://www.yelp.com/biz/restoran-pe%C3%B1a-folklorica-nano-parra-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
182,hae-un-dae-santiago,"[{'alias': 'korean', 'title': 'Korean'}]",-33.4310893,-70.6433972,+56 2 2735 9354,2178.497886272044,N2XkQLIFC4UICtMI0JKMNw,https://s3-media2.fl.yelpcdn.com/bphoto/hrHocpXaFf-4zyH_-TfLGA/o.jpg,False,"Río de Janeiro 248, Recoleta",,,Santiago,CL,"['Río de Janeiro 248, Recoleta', 'RM Santiago', 'Chile']",RM,,Hae un Dae,+56227359354,,4.0,1,[],https://www.yelp.com/biz/hae-un-dae-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
183,boulevard-providencia-455-santiago,"[{'alias': 'brasseries', 'title': 'Brasseries'}]",-33.4381026,-70.62509,,643.8898736510356,EU1y-o-6TWZA6o4MvHS-Ng,https://s3-media2.fl.yelpcdn.com/bphoto/0c9QRZW8-KsaofEm0M2cIg/o.jpg,False,Avenida Providencia 455,,,Santiago,CL,"['Avenida Providencia 455', 'RM 7500709 Santiago', 'Chile']",RM,7500709,Boulevard Providencia 455,,,4.0,1,[],https://www.yelp.com/biz/boulevard-providencia-455-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
184,entre-cavas-y-ladrillos-santiago,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",-33.4822771056783,-70.6499076089131,+56 24594938,4828.2573097728955,pT5VHbWcfNxQlZYxzlUxUg,https://s3-media3.fl.yelpcdn.com/bphoto/u8m7Doo7zDwThf2DLm66rw/o.jpg,False,El Llano Subercaseaux 30 51,,,Santiago,CL,"['El Llano Subercaseaux 30 51', 'RM Santiago', 'Chile']",RM,,Entre Cavas y Ladrillos,+5624594938,$$,4.5,3,[],https://www.yelp.com/biz/entre-cavas-y-ladrillos-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
185,chilango-santiago,"[{'alias': 'mexican', 'title': 'Mexican'}]",-33.4283608,-70.6405082,+56 2 2737 1867,2210.825481170927,9caIv53bxNozRNY7GHUN0A,https://s3-media1.fl.yelpcdn.com/bphoto/hsf6cVfMrh6kgc58P5vn1Q/o.jpg,False,Buenos Aires 201,,,Santiago,CL,"['Buenos Aires 201', 'RM Santiago', 'Chile']",RM,,Chilango,+56227371867,$$,4.0,4,[],https://www.yelp.com/biz/chilango-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
186,diegos-restaurante-santiago,"[{'alias': 'chilean', 'title': 'Chilean'}]",-33.4377285429962,-70.6445975637464,+56 2 2632 9935,1889.7711030415767,4uS1M7Ta8SIGHnSQE1Zczg,https://s3-media2.fl.yelpcdn.com/bphoto/BeUuyBeQMiGmGMIxx2-zoA/o.jpg,False,Merced 509,,,Santiago,CL,"['Merced 509', 'RM Santiago', 'Chile']",RM,,Diegos Restaurante,+56226329935,$$,4.5,2,[],https://www.yelp.com/biz/diegos-restaurante-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
187,avenida-santiago-santiago,"[{'alias': 'burgers', 'title': 'Burgers'}]",-33.4490768741774,-70.6318447459808,+56 2 2703 6755,817.8671980292471,ypKin03xMatxTT8KK9_E5A,https://s3-media4.fl.yelpcdn.com/bphoto/rw6nqW2nUGcbWO3EO4enRw/o.jpg,False,Av. Vicuña Mackenna 609,,,Santiago,CL,"['Av. Vicuña Mackenna 609', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Avenida Santiago,+56227036755,$$,4.0,1,[],https://www.yelp.com/biz/avenida-santiago-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
188,josé-ramón-277-santiago,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",-33.4393699,-70.64075,+56 9 4258 1689,1484.792813495055,aw38pwQ5aWG5JkdhJd1kDg,https://s3-media2.fl.yelpcdn.com/bphoto/lZfZufwlUR40qD67QKJ7AQ/o.jpg,False,José Ramón Gutiérrez 277,,,Santiago,CL,"['José Ramón Gutiérrez 277', 'RM 8320000 Santiago', 'Chile']",RM,8320000,José Ramón 277,+56942581689,$$,4.5,14,[],https://www.yelp.com/biz/jos%C3%A9-ram%C3%B3n-277-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
189,local-paraíso-santiago,"[{'alias': 'cafes', 'title': 'Cafes'}]",-33.4369382719484,-70.6480266411013,+56 9 6675 0334,2218.4417149637015,I91VOadQyBKN9k5o6l2BiQ,https://s3-media4.fl.yelpcdn.com/bphoto/eLjDxeJk2I9E5yLgGrsxug/o.jpg,False,Monjitas 530,,,Santiago,CL,"['Monjitas 530', 'RM Santiago', 'Chile']",RM,,Local Paraíso,+56966750334,,4.5,2,[],https://www.yelp.com/biz/local-para%C3%ADso-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
190,caffe-da-lucia-santiago,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-33.4369809,-70.6434361,+56 2 2639 6269,1823.1095856833394,BfF_chNfaiEhHonnuRgl7A,https://s3-media3.fl.yelpcdn.com/bphoto/ubbVKUDtyFL3W1j09jLDbA/o.jpg,False,José Miguel de la Barra 456,,,Santiago,CL,"['José Miguel de la Barra 456', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Caffe da Lucia,+56226396269,$$,4.5,9,[],https://www.yelp.com/biz/caffe-da-lucia-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
191,un-toque-de-sabor-santiago,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",-33.4381026,-70.62509,,643.8898736510356,LTXbDa0MvTH2wY1sk5ug0Q,https://s3-media1.fl.yelpcdn.com/bphoto/aIqSoGYlMDW5ISgPuHEX9w/o.jpg,False,Av Providencia 1549,Providencia,,Santiago,CL,"['Av Providencia 1549', 'Providencia', 'RM Santiago', 'Chile']",RM,,Un toque de sabor,,,5.0,1,[],https://www.yelp.com/biz/un-toque-de-sabor-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
192,limoncello-santiago,"[{'alias': 'steak', 'title': 'Steakhouses'}]",-33.439290580574,-70.6476550921798,+56 26326541,2108.066483289291,h3zxTpa6fxKiYrmxwICGdQ,https://s3-media4.fl.yelpcdn.com/bphoto/LxaqwnUeJWHT-GLfOUOcBw/o.jpg,False,Huérfanos 757,,,Santiago,CL,"['Huérfanos 757', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Limoncello,+5626326541,$,4.0,2,[],https://www.yelp.com/biz/limoncello-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
193,casa-de-bambú-santiago,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",-33.4499908735162,-70.6218676942261,+56 22251706,763.3860119546323,Fjhzt4sJxYZbRkjcfUaSTg,https://s3-media1.fl.yelpcdn.com/bphoto/Muqxp10CJJ05J3rE8-USDw/o.jpg,False,Av. Salvador 1827,,,Santiago,CL,"['Av. Salvador 1827', 'RM 7770268 Santiago', 'Chile']",RM,7770268,Casa de Bambú,+5622251706,,3.5,6,[],https://www.yelp.com/biz/casa-de-bamb%C3%BA-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
194,juan-y-medio-san-bernardo,"[{'alias': 'chilean', 'title': 'Chilean'}]",-33.4322224824612,-70.6238211386729,+56 2 2378 9277,1306.506938238903,zJ4EDgIWRAFGG49JdTpI_Q,https://s3-media1.fl.yelpcdn.com/bphoto/sxT7MQ2F-4HChKMmOCTIAQ/o.jpg,False,José Manuel Infante 51,,,San Bernardo,CL,"['José Manuel Infante 51', 'RM San Bernardo', 'Chile']",RM,,Juan y Medio,+56223789277,,4.0,2,[],https://www.yelp.com/biz/juan-y-medio-san-bernardo?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
195,sur-patagónico-santiago,"[{'alias': 'latin', 'title': 'Latin American'}]",-33.4391287,-70.6411696,+56 2 2638 8878,1537.2030798094956,o421IXVN-3ufmt3WbvBYAw,https://s3-media1.fl.yelpcdn.com/bphoto/XIJ6Dqzevj8kRv3NY7a08Q/o.jpg,False,Lastarria 92,,,Santiago,CL,"['Lastarria 92', 'RM 8320152 Santiago', 'Chile']",RM,8320152,Sur Patagónico,+56226388878,$$$,3.5,19,[],https://www.yelp.com/biz/sur-patag%C3%B3nico-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
196,tu-cevichazo-providencia,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",-33.4383495517767,-70.608279129301,+56 2 2400 3403,1721.559704359192,eYuRVlGN7jyRlILyV4RMSg,https://s3-media3.fl.yelpcdn.com/bphoto/ylLPxTsFzkmF2kI_-Y1nMg/o.jpg,False,Av. Francisco Bilbao 1962,,,Providencia,CL,"['Av. Francisco Bilbao 1962', 'RM Providencia', 'Chile']",RM,,Tu Cevichazo,+56224003403,$$$,5.0,2,[],https://www.yelp.com/biz/tu-cevichazo-providencia?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
197,ciros-santiago,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",-33.44059969,-70.65233417,+56 26960135,2506.2204520418227,iVb-7H7pjmtDLP0viIiutQ,https://s3-media3.fl.yelpcdn.com/bphoto/NB8szk82YpM00ehMV8R6EA/o.jpg,False,Bandera 220,,,Santiago,CL,"['Bandera 220', 'RM Santiago', 'Chile']",RM,,Ciro's,+5626960135,$$,4.5,2,[],https://www.yelp.com/biz/ciros-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
198,el-cid-santiago,"[{'alias': 'international', 'title': 'International'}]",-33.4212344885038,-70.6165030889703,+56 22335000,2655.777531135649,4SQ-9_ggQmaeGFa1H0BCGw,https://s3-media1.fl.yelpcdn.com/bphoto/caeS9s311To841l-RLy0uw/o.jpg,False,Av. Santa María 1742,,,Santiago,CL,"['Av. Santa María 1742', 'RM 8580000 Santiago', 'Chile']",RM,8580000,El Cid,+5622335000,$$$,5.0,2,[],https://www.yelp.com/biz/el-cid-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
199,mistura-del-perú-rm-santiago,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'seafood', 'title': 'Seafood'}]",-33.4553398,-70.6049969,+56 2 2225 9735,2298.296669735382,u2VhwHEiDvo2PQogKmDGVQ,https://s3-media2.fl.yelpcdn.com/bphoto/HPXohO-1pvp3SoL9lpMTfw/o.jpg,False,Av. Pedro de Valdivia 3580,,,"RM, Santiago",CL,"['Av. Pedro de Valdivia 3580', 'RM RM, Santiago', 'Chile']",RM,,Mistura del Perú,+56222259735,$$,4.5,4,[],https://www.yelp.com/biz/mistura-del-per%C3%BA-rm-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
200,como-agua-para-chocolate-santiago,"[{'alias': 'mexican', 'title': 'Mexican'}]",-33.43345474,-70.63480394,+56 27778740,1439.014285810024,lmCk52sv-Vb5ncRXF_gHvw,https://s3-media4.fl.yelpcdn.com/bphoto/S2l7P6XDr-bnJLvt1iSXjw/o.jpg,False,Constitucion 88,,,Santiago,CL,"['Constitucion 88', 'RM 7500000 Santiago', 'Chile']",RM,7500000,Como Agua Para Chocolate,+5627778740,$$$,4.0,40,[],https://www.yelp.com/biz/como-agua-para-chocolate-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
201,nolita-santiago-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'latin', 'title': 'Latin American'}]",-33.439459,-70.641319,+56 2 2638 4574,1538.1056384585272,n8qAkK9Y0Zg7fPdxiIFDhw,https://s3-media2.fl.yelpcdn.com/bphoto/NO26cXYOWiIUBfZ8vu1GZg/o.jpg,False,Jose Victorino Lastarria 70,Local 8,,Santiago,CL,"['Jose Victorino Lastarria 70', 'Local 8', 'RM 8320152 Santiago', 'Chile']",RM,8320152,Nolita,+56226384574,$$$$,4.0,26,[],https://www.yelp.com/biz/nolita-santiago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
202,cervecería-nacional-santiago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",-33.4411100635701,-70.6749774614464,+56 5626814713,4590.863933457363,xI5ccMMe-BHRqbZu_4_K0w,https://s3-media1.fl.yelpcdn.com/bphoto/-sGzsA1pH4UZt0wugKgc1g/o.jpg,False,Compañía de Jesús 2858,,,Santiago,CL,"['Compañía de Jesús 2858', 'RM 8320000 Santiago', 'Chile']",RM,8320000,Cervecería Nacional,+565626814713,$$,4.5,8,[],https://www.yelp.com/biz/cervecer%C3%ADa-nacional-santiago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug
